date,Ano,Ne
2022-03-29,1.09,6.0
2022-03-30,1.09,6.0
2022-03-31,1.09,6.0
2022-04-01,1.09,6.0
2022-04-02,1.09,6.0
2022-04-03,1.09,6.0
2022-04-04,1.09,6.0
2022-04-05,1.09,6.0
2022-04-06,1.09,6.0
2022-04-07,1.09,6.0
2022-04-08,1.09,6.0
2022-04-09,1.09,6.0
2022-04-10,1.09,6.0
2022-04-11,1.09,6.0
2022-04-12,1.09,6.0
2022-04-13,1.09,6.0
2022-04-14,1.09,6.0
2022-04-15,1.09,6.0
2022-04-16,1.09,6.0
2022-04-17,1.09,6.0
2022-04-18,1.06,7.0
2022-04-19,1.06,7.0
2022-04-20,1.06,7.0
2022-04-21,1.06,7.0
2022-04-22,1.06,7.0
2022-04-23,1.06,7.0
2022-04-24,1.06,7.0
2022-04-25,1.06,7.0
2022-04-26,1.06,7.0
2022-04-27,1.06,7.0
2022-04-28,1.06,7.0
2022-04-29,1.06,7.0
2022-04-30,1.06,7.0
2022-05-01,1.06,7.0
2022-05-02,1.04,8.0
2022-05-03,1.04,8.0
2022-05-04,1.04,8.0
2022-05-05,1.04,8.0
2022-05-06,1.04,8.0
2022-05-07,1.04,8.0
2022-05-08,1.04,8.0
2022-05-09,1.04,8.0
2022-05-10,1.04,8.0
2022-05-11,1.04,8.0
2022-05-12,1.04,8.0
2022-05-13,1.04,8.0
2022-05-14,1.04,8.0
2022-05-15,1.04,8.0
2022-05-16,1.04,8.0
2022-05-17,1.04,8.0
2022-05-18,1.04,8.0
2022-05-19,1.04,8.0
2022-05-20,1.04,8.0
2022-05-21,1.04,8.0
2022-05-22,1.04,8.0
2022-05-23,1.04,8.0
2022-05-24,1.04,8.0
2022-05-25,1.04,8.0
