date,id,name,event_name,selection_id,odd
2025-09-26,2402173098,12.01% a více,STAN - počet hlasů v procentech,25-TOTAL_RACE_PERCENT-a,3.41
2025-09-26,2372396240,Ano,Umístění Piráti do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,2.5
2025-09-26,2372396234,Ne,Umístění SPOLU do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,30.0
2025-09-26,2372396235,Ano,Umístění SPD do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.07
2025-09-26,2372396236,Ne,Umístění SPD do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,6.56
2025-09-26,2372396237,Ano,Umístění STAN do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.3
2025-09-26,2372396238,Ne,Umístění STAN do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,3.15
2025-09-26,2372396239,Ne,Umístění Piráti do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.46
2025-09-26,2372396241,Ne,Umístění STAČILO! do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.01
2025-09-26,2360304152,Ano,Nejvíc hlasů získá STAN,25-POSITION_PARTICIPANT_VOTES-a,45.0
2025-09-26,2372396242,Ano,Umístění STAČILO! do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,10.0
2025-09-26,2372396243,Ano,Umístění Motoristé sobě do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,13.0
2025-09-26,2372396244,Ne,Umístění Motoristé sobě do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2372396245,Ne,Umístění Přísaha do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2372396246,Ano,Umístění Přísaha do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,95.0
2025-09-26,2372396247,Ano,Umístění Volt do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,234.0
2025-09-26,2372396233,Ano,Umístění SPOLU do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2372396232,Ne,Umístění ANO 2011 do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,120.0
2025-09-26,2372396231,Ano,Umístění ANO 2011 do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2371582535,5.01% a více,Volt - počet hlasů v procentech,25-TOTAL_RACE_PERCENT-a,88.0
2025-09-26,2371582534,Méně než 5.01%,Volt - počet hlasů v procentech,25-TOTAL_RACE_PERCENT-a,1.0
2025-09-26,2371582533,Ne,Umístění Volt do 3. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2371582532,Ano,Umístění Volt do 3. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,456.0
2025-09-26,2371582531,Ano,Umístění Volt do 2. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,987.0
2025-09-26,2371582530,Ne,Umístění Volt do 2. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2371582529,Ne,Nejvíc hlasů získá Volt,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2371582528,Ano,Nejvíc hlasů získá Volt,25-POSITION_PARTICIPANT_VOTES-a,2345.0
2025-09-26,2360304160,Ne,Nejvíc hlasů získá Přísaha,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2360304159,Ano,Nejvíc hlasů získá Přísaha,25-POSITION_PARTICIPANT_VOTES-a,1234.0
2025-09-26,2360304158,Ne,Nejvíc hlasů získá Motoristé sobě,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2360304157,Ano,Nejvíc hlasů získá Motoristé sobě,25-POSITION_PARTICIPANT_VOTES-a,200.0
2025-09-26,2360304156,Ne,Nejvíc hlasů získá STAČILO!,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2360304155,Ano,Nejvíc hlasů získá STAČILO!,25-POSITION_PARTICIPANT_VOTES-a,165.0
2025-09-26,2372396248,Ne,Umístění Volt do 4. místa podle počtu hlasů,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2374735089,Ano,Nejvíc hlasů získá Voluntia,25-POSITION_PARTICIPANT_VOTES-a,2345.0
2025-09-26,2374735090,Ne,Nejvíc hlasů získá Voluntia,25-POSITION_PARTICIPANT_VOTES-a,1.0
2025-09-26,2379213296,ANO 2011,Kdo získá více hlasů (ANO 2011 x STAČILO!),25-BETTER_OF_VOTES-a,1.0
2025-09-26,2379213510,SPD,Kdo získá více hlasů (SPD x STAN),25-BETTER_OF_VOTES-a,1.48
2025-09-26,2379213509,Motoristé sobě,Kdo získá více hlasů (SPOLU x Motoristé sobě),25-BETTER_OF_VOTES-a,40.0
2025-09-26,2379213508,SPOLU,Kdo získá více hlasů (SPOLU x Motoristé sobě),25-BETTER_OF_VOTES-a,1.0
2025-09-26,2379213507,STAČILO!,Kdo získá více hlasů (SPOLU x STAČILO!),25-BETTER_OF_VOTES-a,30.0
2025-09-26,2379213506,SPOLU,Kdo získá více hlasů (SPOLU x STAČILO!),25-BETTER_OF_VOTES-a,1.0
2025-09-26,2379213505,Piráti,Kdo získá více hlasů (SPOLU x Piráti),25-BETTER_OF_VOTES-a,17.0
2025-09-26,2379213504,SPOLU,Kdo získá více hlasů (SPOLU x Piráti),25-BETTER_OF_VOTES-a,1.0
2025-09-26,2379213503,SPOLU,Kdo získá více hlasů (SPOLU x STAN),25-BETTER_OF_VOTES-a,1.0
2025-09-26,2379213502,STAN,Kdo získá více hlasů (SPOLU x STAN),25-BETTER_OF_VOTES-a,13.0
2025-09-26,2379213501,SPD,Kdo získá více hlasů (SPOLU x SPD),25-BETTER_OF_VOTES-a,10.5
2025-09-26,2379213300,SPOLU,Kdo získá více hlasů (SPOLU x SPD),25-BETTER_OF_VOTES-a,1.01
2025-09-26,2379213299,Motoristé sobě,Kdo získá více hlasů (ANO 2011 x Motoristé sobě),25-BETTER_OF_VOTES-a,180.0
2025-09-26,2379213298,ANO 2011,Kdo získá více hlasů (ANO 2011 x Motoristé sobě),25-BETTER_OF_VOTES-a,1.0
